1933-01-01,6.39,-0.14000000000000057
1934-01-01,7.28,0.8900000000000006
1935-01-01,7.11,-0.16999999999999993
1936-01-01,7.7,0.5899999999999999
1937-01-01,8.27,0.5699999999999994
1938-01-01,7.5,-0.7699999999999996
1939-01-01,8.25,0.75
1940-01-01,9.33,1.08
1941-01-01,10.2,0.8699999999999992
1942-01-01,11.0,0.8000000000000007
1943-01-01,11.4,0.40000000000000036
1944-01-01,11.5,0.09999999999999964
1945-01-01,10.5,-1.0
1946-01-01,11.0,0.5
1947-01-01,11.2,0.1999999999999993
1948-01-01,12.1,0.9000000000000004
1949-01-01,10.8,-1.299999999999999
1950-01-01,11.2,0.3999999999999986
1951-01-01,11.5,0.3000000000000007
1952-01-01,11.0,-0.5
1953-01-01,10.8,-0.1999999999999993
1954-01-01,10.7,-0.10000000000000142
1955-01-01,10.8,0.10000000000000142
1956-01-01,11.7,0.8999999999999986
1957-01-01,11.0,-0.6999999999999993
1958-01-01,10.7,-0.3000000000000007
1959-01-01,10.5,-0.1999999999999993
1960-01-01,10.8,0.3000000000000007
1961-01-01,10.6,-0.20000000000000107
1962-01-01,11.1,0.5
1963-01-01,11.1,0.0
1964-01-01,12.3,1.200000000000001
1965-01-01,12.8,0.5
1966-01-01,12.9,0.09999999999999964
1967-01-01,13.8,0.9000000000000004
1968-01-01,14.6,0.7999999999999989
1969-01-01,14.6,0.0
1970-01-01,15.9,1.3000000000000007
1971-01-01,16.2,0.29999999999999893
1972-01-01,17.2,1.0
1973-01-01,17.0,-0.1999999999999993
1974-01-01,17.1,0.10000000000000142
1975-01-01,17.2,0.09999999999999787
1976-01-01,17.0,-0.1999999999999993
1977-01-01,17.2,0.1999999999999993
1978-01-01,17.3,0.10000000000000142
1979-01-01,18.2,0.8999999999999986
1980-01-01,18.1,-0.09999999999999787
1981-01-01,17.3,-0.8000000000000007
1982-01-01,16.6,-0.6999999999999993
1983-01-01,16.2,-0.40000000000000213
1984-01-01,16.6,0.40000000000000213
1985-01-01,16.3,-0.3000000000000007
1986-01-01,15.5,-0.8000000000000007
1987-01-01,16.2,0.6999999999999993
1988-01-01,16.9,0.6999999999999993
1989-01-01,17.0,0.10000000000000142
1990-01-01,15.7,-1.3000000000000007
1991-01-01,15.2,-0.5
1992-01-01,15.5,0.3000000000000007
1993-01-01,15.5,0.0
1994-01-01,15.7,0.1999999999999993
1995-01-01,15.9,0.20000000000000107
1996-01-01,16.2,0.29999999999999893
1997-01-01,16.6,0.40000000000000213
1998-01-01,16.8,0.1999999999999993
1999-01-01,16.9,0.09999999999999787
2000-01-01,17.4,0.5
2001-01-01,17.0,-0.3999999999999986
2002-01-01,16.6,-0.3999999999999986
2003-01-01,17.5,0.8999999999999986
2004-01-01,17.3,-0.1999999999999993
